# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "genome/features.saf" "-F" "SAF" "-T" "8" "-o" "data/counts.txt" "bam/mutant-01.bam" "bam/mutant-02.bam" "bam/mutant-03.bam" "bam/mutant-04.bam" "bam/mutant-05.bam" "bam/mutant-06.bam" "bam/wildtype-01.bam" "bam/wildtype-02.bam" "bam/wildtype-03.bam" "bam/wildtype-04.bam" "bam/wildtype-05.bam" "bam/wildtype-06.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/mutant-01.bam	bam/mutant-02.bam	bam/mutant-03.bam	bam/mutant-04.bam	bam/mutant-05.bam	bam/mutant-06.bam	bam/wildtype-01.bam	bam/wildtype-02.bam	bam/wildtype-03.bam	bam/wildtype-04.bam	bam/wildtype-05.bam	bam/wildtype-06.bam
YNL207W	XIV	255353	256630	+	1278	95	62	74	109	52	218	47	95	44	76	91	163
YNL206C	XIV	256788	258155	-	1368	137	120	132	198	108	100	59	100	82	87	80	178
YNL204C	XIV	258375	259277	-	903	28	18	27	34	17	60	8	19	15	15	23	40
YNL202W	XIV	259578	260456	+	879	27	29	20	36	18	51	10	23	19	15	25	19
YNL201C	XIV	260627	263203	-	2577	83	70	63	85	35	69	22	67	41	54	81	128
YNL200C	XIV	263713	264453	-	741	144	129	124	191	149	241	57	77	72	112	49	118
YNL199C	XIV	264926	266530	-	1605	136	130	100	161	76	306	66	131	78	113	123	239
YNL197C	XIV	267608	269593	-	1986	211	172	122	177	105	743	95	145	109	182	147	297
YNL196C	XIV	270275	271171	-	897	25	20	19	31	25	14	15	15	10	17	13	22
YNL192W	XIV	276502	279897	+	3396	818	693	839	881	488	578	337	484	361	864	420	964
YNL191W	XIV	280432	281505	+	1074	72	48	42	71	64	112	26	45	20	33	44	81
YNL189W	XIV	284260	285888	+	1629	290	215	233	296	135	260	136	243	157	235	192	442
YNL188W	XIV	286308	287609	+	1302	117	69	77	106	69	235	19	44	52	44	43	109
YNL187W	XIV	287994	289067	+	1074	26	31	24	33	27	59	18	28	21	39	16	38
YNL186W	XIV	289498	291876	+	2379	92	72	73	89	51	120	50	149	76	102	168	280
YNL185C	XIV	292193	292669	-	477	98	70	59	89	52	66	53	70	61	76	67	129
YNL183C	XIV	293137	295509	-	2373	115	115	90	138	66	275	62	94	73	123	90	150
YNL182C	XIV	295960	297627	-	1668	45	31	33	54	29	46	29	90	44	56	96	179
YNL181W	XIV	298335	299558	+	1224	98	87	95	129	67	70	53	63	60	87	61	153
YNL180C	XIV	299654	300649	-	996	226	149	144	249	106	370	87	134	137	173	152	264
YNL179C	XIV	300666	301103	-	438	23	13	6	20	11	49	5	12	12	13	15	17
YNL178W	XIV	302680	303402	+	723	3080	2829	3025	3443	2223	440	1924	3008	2269	3502	3059	5525
YNL177C	XIV	303686	304615	-	930	169	132	150	214	116	200	75	129	134	155	93	226
YNL176C	XIV	305070	306980	-	1911	206	164	132	214	109	620	87	159	128	153	171	278
YNL175C	XIV	307401	308612	-	1212	100	69	86	116	70	68	76	162	69	117	161	355
YNL173C	XIV	308957	310057	-	1101	526	322	331	488	252	541	204	296	318	381	251	500
YNL172W	XIV	310636	315882	+	5247	84	78	70	97	50	84	29	45	50	68	52	104
YNL169C	XIV	316169	317671	-	1503	200	125	175	200	118	275	102	126	103	202	125	230
YNL168C	XIV	318030	318809	-	780	110	90	94	101	91	225	64	73	75	121	69	101
YNL167C	XIV	319416	321359	-	1944	209	142	156	241	136	328	66	138	104	198	125	297
YNL166C	XIV	322219	323565	-	1347	112	92	105	123	83	189	51	91	59	86	104	173
YNL164C	XIV	325265	326320	-	1056	36	23	27	41	38	72	18	41	14	29	30	45
YNL163C	XIV	326741	330073	-	3333	122	122	128	147	82	100	73	141	95	124	124	284
YNL162W	XIV;XIV	331322;331838	331325;332154	+;+	321	632	546	585	687	581	84	379	699	543	800	684	953
YNL161W	XIV	332597	334867	+	2271	216	162	170	195	92	387	75	124	93	128	119	228
YNL160W	XIV	336545	337609	+	1065	92	74	57	83	54	109	249	214	204	462	192	370
YNL159C	XIV	338478	339347	-	870	132	87	87	147	75	237	60	70	64	102	60	134
YNL158W	XIV	339612	340208	+	597	76	50	48	70	41	79	24	44	38	52	38	60
YNL157W	XIV	340352	340858	+	507	301	188	212	259	203	333	104	219	146	270	196	323
YNL156C	XIV	341069	341968	-	900	279	189	245	306	172	212	86	113	135	192	109	215
YNL155W	XIV	342516	343340	+	825	248	170	166	214	136	258	84	133	114	152	114	206
YNL154C	XIV	343636	345276	-	1641	397	289	313	423	262	778	237	343	275	437	339	734
YNL153C	XIV	345669	346058	-	390	227	158	149	186	144	208	97	155	122	183	194	269
YNL152W	XIV	346313	347542	+	1230	88	81	67	95	73	173	49	64	54	94	68	114
YNL151C	XIV	347766	348521	-	756	116	77	92	114	60	190	60	112	86	89	136	227
YNL149C	XIV	349367	349756	-	390	206	176	187	285	167	154	83	159	105	180	155	284
YNL148C	XIV	349907	350671	-	765	118	107	123	160	112	256	54	53	48	63	56	91
YNL147W	XIV;XIV	350940;351054	350957;351383	+;+	348	149	100	101	147	82	39	48	81	84	90	79	126
YNL145W	XIV	352414	352530	+	117	128	87	52	105	77	218	63	258	207	182	238	353
YNL142W	XIV	357453	358952	+	1500	76	49	44	74	44	29	22	40	27	33	42	49
YNL141W	XIV	359596	360639	+	1044	76	55	81	84	61	96	78	166	98	137	200	374
YNL139C	XIV	360924	365717	-	4794	177	175	183	203	132	381	74	121	110	173	110	268
YNL138W-A	XIV;XIV	366033;366158	366035;366412	+;+	258	46	38	40	42	32	12	21	26	18	40	31	37
YNL138W	XIV	366741	368321	+	1581	626	478	484	625	343	705	265	279	262	446	271	544
YNL137C	XIV	368595	370055	-	1461	134	88	87	153	73	266	60	104	106	117	95	222
YNL136W	XIV	370368	371645	+	1278	176	140	158	251	108	648	44	91	92	85	108	182
YNL135C	XIV	371882	372226	-	345	1089	932	938	1045	769	907	532	637	550	833	670	1014
YNL133C	XIV	374171	374692	-	522	27	13	29	31	13	78	3	9	10	12	11	19
YNL132W	XIV	375321	378491	+	3171	76	61	67	104	54	59	51	187	80	106	174	367
YNL131W	XIV	378767	379225	+	459	253	150	167	237	151	213	124	172	142	241	180	308
YNL130C	XIV;XIV	379558;380782	380689;380831	-;-	1182	143	127	137	131	94	211	72	93	75	108	80	161
YNL130C-A	XIV	381245	381391	-	147	3	0	1	1	0	1	1	1	1	2	0	1
YNL129W	XIV	381480	382202	+	723	34	33	26	45	39	21	11	22	22	31	18	40
YNL128W	XIV	382359	383663	+	1305	16	11	9	15	5	11	4	12	9	13	7	16
YNL127W	XIV	383987	386848	+	2862	85	80	84	90	66	96	40	57	54	67	59	131
YNL126W	XIV	387227	389767	+	2541	40	30	23	29	21	32	15	36	25	29	30	54
YNL125C	XIV	390146	392167	-	2022	229	170	160	225	126	252	87	96	96	120	83	164
YNL124W	XIV	392892	394370	+	1479	71	68	61	63	56	294	32	52	44	60	82	125
YNL123W	XIV	394685	397678	+	2994	143	113	117	147	100	129	73	172	88	145	166	306
YNL121C	XIV	398684	400537	-	1854	310	201	230	296	167	575	138	283	191	296	249	525
YNL119W	XIV	401040	402521	+	1482	31	13	27	28	12	32	11	46	45	50	68	132
YNL118C	XIV	402652	405564	-	2913	348	273	282	421	171	663	120	198	201	244	237	454
YNL117W	XIV	406358	408022	+	1665	14	9	9	17	12	11	12	5	10	21	5	15
YNL116W	XIV	408341	409909	+	1569	70	49	53	87	49	72	33	44	25	54	38	89
YNL113W	XIV	412771	413199	+	429	70	39	52	69	48	89	45	95	44	82	101	178
YNL112W	XIV;XIV	413639;415914	414911;416281	+;+	1641	439	347	382	481	259	318	340	920	560	670	1169	1928
YNL111C	XIV	416940	417302	-	363	51	30	32	47	32	39	19	43	42	36	57	85
YNL110C	XIV	417826	418488	-	663	61	61	60	89	43	80	26	114	64	78	118	280
YNL108C	XIV	419014	419826	-	813	72	40	63	76	42	77	33	68	34	66	52	141
YNL107W	XIV	420098	420778	+	681	50	24	28	55	23	80	13	27	31	45	25	57
YNL106C	XIV	420944	424495	-	3552	106	73	86	115	61	269	45	62	52	77	58	119
YNL105W	XIV	424155	424583	+	429	0	0	0	2	0	0	0	0	0	0	0	0
YNL104C	XIV	424895	426754	-	1860	996	847	857	942	624	301	524	371	487	760	320	652
YNL103W	XIV	427735	429753	+	2019	214	187	192	234	138	591	72	134	82	132	105	219
YNL102W	XIV	430087	434493	+	4407	72	55	77	87	42	77	38	63	41	46	50	145
YNL101W	XIV	434999	437140	+	2142	167	119	115	175	89	106	50	112	71	115	89	162
YNL099C	XIV	438567	439283	-	717	87	71	60	89	71	100	45	89	51	98	68	133
YNL098C	XIV	439602	440570	-	969	727	678	573	811	490	896	581	571	566	815	550	902
YNL097C-B	XIV	440797	440919	-	123	18	17	2	9	7	17	3	2	2	9	5	10
YNL097C	XIV	441366	442358	-	993	214	167	207	266	149	273	121	107	106	164	125	254
YNL096C	XIV;XIV	443398;444172	443826;444315	-;-	573	418	419	428	485	314	114	272	393	297	435	388	889
YNL094W	XIV	447611	449374	+	1764	227	238	233	252	178	691	130	121	127	201	115	291
YNL093W	XIV	449868	450530	+	663	24	21	15	27	11	38	11	6	5	13	7	16
YNL091W	XIV	452408	456130	+	3723	411	356	323	473	260	775	188	259	204	314	298	545
YNL090W	XIV	456565	457143	+	579	109	91	95	114	67	137	39	54	41	74	56	105
YNL088W	XIV	457704	461990	+	4287	169	139	190	234	92	202	60	101	74	118	110	285
YNL087W	XIV	462411	465947	+	3537	382	305	357	443	242	540	146	267	177	234	262	636
YNL086W	XIV	466334	466642	+	309	14	16	12	26	18	15	7	18	13	22	10	18
YNL085W	XIV	467131	469623	+	2493	211	166	195	244	121	209	112	176	149	204	151	357
YNL084C	XIV	470053	471102	-	1050	268	175	209	270	155	109	90	163	160	200	162	281
YNL083W	XIV	471377	472861	+	1485	93	54	69	81	39	103	29	54	58	85	51	96
YNL082W	XIV	473391	476012	+	2622	62	40	42	63	35	36	14	37	22	26	20	48
YNL081C	XIV	476188	476619	-	432	140	103	113	134	92	241	58	105	87	126	96	172
YNL080C	XIV	476932	478032	-	1101	218	150	122	199	127	493	89	130	101	155	123	189
YNL079C	XIV	478566	479165	-	600	1052	889	1143	1192	719	966	406	533	499	772	573	1242
YNL078W	XIV	479768	480991	+	1224	216	129	117	171	111	385	78	121	92	150	104	162
YNL077W	XIV	481391	482977	+	1587	118	106	67	123	49	180	31	62	44	74	69	122
YNL076W	XIV	483556	485310	+	1755	182	129	117	183	116	638	61	111	91	108	94	199
YNL075W	XIV	485607	486479	+	873	64	50	42	60	40	98	35	76	52	87	85	165
YNL074C	XIV	486766	488124	-	1359	291	264	200	335	224	489	126	159	119	216	152	281
YNL073W	XIV	488386	490116	+	1731	209	159	167	193	130	238	127	147	139	209	140	278
YNL072W	XIV	490317	491240	+	924	59	57	43	51	43	77	23	26	26	51	43	87
YNL071W	XIV	491523	492971	+	1449	1104	1010	944	1108	689	417	578	563	491	857	587	1072
YNL070W	XIV	493366	493548	+	183	69	57	36	72	56	64	35	59	75	72	59	98
YNL069C	XIV;XIV	493956;494974	494524;495001	-;-	597	1529	1248	1228	1475	1107	1649	744	1649	1168	1810	1569	2503
YNL068C	XIV	495701	498289	-	2589	160	120	90	150	78	440	72	79	55	87	100	182
YNL067W-A	XIV	498538	498684	+	147	0	0	0	1	0	0	0	0	0	0	1	1
YNL067W-B	XIV	499417	499557	+	141	0	0	0	0	0	0	0	0	0	0	0	0
YNL067W	XIV	499681	500256	+	576	520	564	554	536	455	46	381	550	413	688	621	904
YNL066W	XIV	501515	502777	+	1263	475	440	392	497	321	468	299	366	290	430	414	736
YNL065W	XIV	503724	505484	+	1761	46	44	32	43	36	44	24	60	35	39	67	94
YNL064C	XIV	505868	507097	-	1230	497	448	502	529	313	428	415	759	452	690	704	1495
YNL063W	XIV	507758	508702	+	945	59	38	50	66	36	93	25	54	25	50	42	88
YNL062C	XIV	508776	510212	-	1437	32	27	31	30	20	21	26	89	36	34	68	130
YNL061W	XIV	510540	512396	+	1857	242	161	202	246	137	195	125	230	150	231	316	557
YNL059C	XIV	512668	514935	-	2268	232	184	207	317	188	243	113	153	138	172	158	322
YNL056W	XIV	517249	517842	+	594	203	110	145	144	121	89	86	96	117	157	97	192
YNL055C	XIV	517994	518845	-	852	1344	1131	1018	1199	1004	1079	765	797	865	1432	757	1165
YNL054W	XIV	526086	529583	+	3498	127	125	109	152	93	272	61	86	57	92	99	181
YNL053W	XIV	529942	531411	+	1470	102	58	66	97	55	180	44	58	55	78	88	124
YNL052W	XIV	531725	532186	+	462	268	193	213	239	202	141	119	140	129	183	117	194
YNL051W	XIV	532659	533870	+	1212	68	53	35	77	39	90	23	64	45	59	51	85
YNL049C	XIV	535281	537911	-	2631	136	93	106	161	79	153	68	90	86	110	79	188
YNL048W	XIV	538173	539819	+	1647	114	72	84	121	65	57	36	79	66	102	78	169
YNL047C	XIV	539911	541881	-	1971	89	67	79	93	57	139	27	51	31	61	48	105
YNL045W	XIV	542963	544978	+	2016	261	201	204	261	166	171	129	178	164	239	153	263
YNL044W	XIV;XIV	545268;545371	545291;545877	+;+	531	238	189	148	251	148	585	99	113	120	216	113	211
YNL042W	XIV	548100	549290	+	1191	143	91	90	122	97	538	43	82	48	87	92	170
YNL041C	XIV	549468	551987	-	2520	134	111	105	179	80	185	44	101	84	93	82	171
YNL039W	XIV	555048	556832	+	1785	190	134	146	191	126	233	66	105	85	108	108	221
YNL038W	XIV;XIV	557020;557685	557610;557783	+;+	690	87	41	61	84	48	87	37	57	53	60	66	93
YNL037C	XIV	557920	559002	-	1083	573	642	625	644	536	210	381	591	482	651	497	831
YNL036W	XIV	559814	560479	+	666	281	142	126	247	152	189	131	108	141	237	105	191
YNL032W	XIV	574506	575351	+	846	117	87	88	118	66	264	48	76	47	78	72	140
YNL031C	XIV	575640	576050	-	411	1718	1194	1276	1856	1116	2864	505	1116	1000	1437	916	1877
YNL030W	XIV	576727	577038	+	312	1318	1335	1174	1525	930	1500	545	776	678	965	737	1371
YNL029C	XIV	577205	578773	-	1569	73	55	54	94	50	86	34	66	36	60	57	134
YNL027W	XIV	579580	581616	+	2037	169	112	109	183	100	309	70	99	84	152	85	189
YNL026W	XIV	581920	583374	+	1455	135	109	97	143	78	181	57	101	81	103	98	172
YNL025C	XIV	584320	585291	-	972	74	57	57	61	34	110	31	56	41	91	50	78
YNL024C-A	XIV	586602	586820	-	219	133	102	92	145	91	76	45	52	46	84	68	102
YNL024C	XIV	587107	587847	-	741	26	17	18	36	20	28	33	61	46	71	85	134
YNL023C	XIV	588263	591160	-	2898	84	70	75	88	48	66	56	101	67	70	102	209
YNL022C	XIV	591427	592899	-	1473	72	41	42	55	38	141	32	44	42	49	63	126
YNL021W	XIV	593227	595347	+	2121	113	85	80	113	63	102	41	80	53	81	56	151
YNL020C	XIV	595623	597539	-	1917	124	134	135	116	97	141	57	112	79	127	79	190
YNL016W	XIV	602907	604268	+	1362	462	343	355	429	315	1012	299	318	262	419	374	736
YNL015W	XIV	605384	605611	+	228	114	95	88	112	81	96	69	54	85	145	36	86
YNL014W	XIV	606319	609453	+	3135	60	30	28	62	30	70	21	27	22	40	22	37
YNL012W	XIV;XIV	609686;609875	609790;611665	+;+	1896	23	19	14	22	12	26	10	15	22	25	11	31
YNL009W	XIV	614821	616083	+	1263	64	24	34	35	19	17	14	15	26	35	8	31
YNL008C	XIV	616211	618241	-	2031	102	81	96	144	69	84	38	101	66	126	59	162
YNL007C	XIV	618507	619565	-	1059	326	257	347	361	264	362	181	407	223	394	345	751
YNL006W	XIV	620067	620978	+	912	155	141	98	135	83	72	71	68	73	120	89	137
YNL005C	XIV	621313	622428	-	1116	172	113	129	201	94	104	67	121	90	145	100	221
YNL004W	XIV;XIV	622915;623287	622944;624621	+;+	1365	247	238	259	249	186	588	136	205	142	231	199	426
YNL003C	XIV	624975	625829	-	855	183	155	137	163	120	62	64	91	91	153	98	156
YNL002C	XIV	626174	627142	-	969	146	96	101	180	52	166	64	221	130	137	230	420
YNL001W	XIV	627456	628616	+	1161	77	53	66	80	47	37	29	72	42	63	78	137
YNR001C	XIV	629622	631061	-	1440	881	656	605	851	493	469	400	426	520	787	366	862
YNR002C	XIV	633008	633856	-	849	75	72	53	73	37	65	47	48	58	74	20	71
YNR003C	XIV	634344	635297	-	954	48	40	48	48	35	38	36	72	35	65	64	109
YNR004W	XIV	635943	636383	+	441	40	16	18	28	13	35	10	28	18	31	26	45
YNR006W	XIV	636986	638854	+	1869	267	211	206	289	179	631	112	145	123	224	132	272
YNR007C	XIV	639182	640114	-	933	108	78	69	96	44	155	45	54	48	76	47	103
YNR008W	XIV	640396	642381	+	1986	129	110	102	150	93	181	92	102	78	92	90	163
YNR009W	XIV	642690	643439	+	750	66	47	39	84	42	364	25	41	34	38	38	78
YNR010W	XIV	643744	644193	+	450	26	24	26	31	25	22	7	16	18	25	24	34
YNR011C	XIV	644320	646950	-	2631	80	76	80	90	66	154	31	68	56	64	70	128
YNR012W	XIV	647432	648937	+	1506	37	24	25	32	18	45	12	52	23	41	41	105
YNR013C	XIV	649028	651712	-	2685	370	329	288	404	244	363	169	238	170	227	224	479
YNR015W	XIV	653387	654541	+	1155	150	111	119	141	100	240	47	106	53	103	120	184
YNR016C	XIV	654673	661374	-	6702	1227	995	1061	1406	688	600	756	876	767	1090	952	2108
YNR017W	XIV	662913	663581	+	669	476	308	275	423	274	264	236	268	238	369	290	529
YNR018W	XIV	664270	664944	+	675	231	166	200	211	155	260	139	236	160	236	229	443
YNR019W	XIV	665339	667267	+	1929	262	297	318	277	202	136	166	201	130	237	171	400
YNR020C	XIV	667410	668222	-	813	90	68	60	87	69	194	45	50	50	60	52	110
YNR022C	XIV	669774	670193	-	420	74	49	64	82	47	60	32	77	56	99	70	120
YNR023W	XIV	670418	672118	+	1701	74	64	64	90	34	122	21	54	36	53	49	91
YNR024W	XIV	672409	672969	+	561	42	23	26	44	15	48	18	35	28	47	35	87
YNR026C	XIV	673274	674689	-	1416	101	78	83	124	59	100	47	88	66	83	94	141
YNR027W	XIV	674923	675876	+	954	107	93	67	110	48	61	50	84	50	81	87	128
YNR028W	XIV	676177	677103	+	927	135	74	86	125	77	139	58	102	70	89	88	160
YNR030W	XIV	678799	680454	+	1656	126	106	71	121	77	231	68	93	88	126	79	170
YNR031C	XIV	680694	685433	-	4740	276	204	246	271	168	183	107	138	99	168	147	270
YNR032W	XIV	686010	687116	+	1107	142	127	120	152	86	119	44	73	72	97	81	112
YNR032C-A	XIV	687243	687464	-	222	56	38	41	62	43	19	12	41	37	39	30	52
YNR033W	XIV	687635	689998	+	2364	167	144	130	166	111	210	113	130	102	144	166	226
YNR034W	XIV	690321	691286	+	966	139	81	108	102	65	90	40	90	64	74	72	128
YNR034W-A	XIV	692561	692857	+	297	33	29	23	37	28	21	86	65	98	237	39	83
YNR035C	XIV	693019	694047	-	1029	473	329	274	409	288	241	203	266	258	338	248	456
YNR036C	XIV	694361	694822	-	462	352	335	319	388	271	267	271	281	247	428	234	410
YNR037C	XIV	695052	695327	-	276	92	86	61	105	70	40	64	71	64	108	77	109
YNR038W	XIV	695595	697484	+	1890	54	58	31	39	33	81	16	87	40	46	66	147
YNR039C	XIV	697614	699431	-	1818	100	76	73	99	51	96	51	52	43	62	60	101
YNR041C	XIV	700541	701659	-	1119	174	148	157	147	110	75	93	102	82	156	122	201
YNR043W	XIV	701895	703085	+	1191	279	218	250	274	226	155	195	224	163	314	193	357
YNR044W	XIV	703699	705876	+	2178	82	65	43	84	47	179	42	48	39	59	59	82
YNR045W	XIV	706139	707608	+	1470	116	87	72	128	67	219	50	91	64	89	71	158
YNR046W	XIV	707788	708195	+	408	87	104	79	101	79	90	85	96	64	109	120	178
YNR047W	XIV	708523	711204	+	2682	97	75	110	109	55	229	43	61	62	91	54	112
YNR048W	XIV	711630	712811	+	1182	45	52	49	57	30	71	19	53	24	39	31	58
YNR049C	XIV	713023	713655	-	633	78	64	56	97	62	149	31	51	48	67	66	89
YNR050C	XIV	714048	715388	-	1341	201	205	169	217	135	97	240	274	199	330	287	543
YNR051C	XIV	716780	718327	-	1548	349	253	241	381	170	369	136	221	210	258	241	515
YNR052C	XIV	719346	720647	-	1302	197	138	123	189	129	294	97	127	119	158	147	239
YNR053C	XIV;XIV	721120;722303	721770;723112	-;-	1461	33	21	28	23	20	34	31	105	41	51	133	259
YNR054C	XIV	723356	724306	-	951	34	22	22	32	30	62	21	66	25	39	56	105
YNR055C	XIV	728426	730186	-	1761	231	217	195	245	129	99	120	185	148	231	166	296
YNR056C	XIV	731618	733303	-	1686	35	25	22	34	15	56	21	49	37	45	38	55
YNR057C	XIV	733356	734069	-	714	25	28	21	36	25	32	14	10	15	18	11	30
YNR058W	XIV	734291	735733	+	1443	55	32	25	43	17	20	22	24	17	17	24	20
YNR059W	XIV	736803	738545	+	1743	98	79	75	108	75	66	54	66	53	103	59	116
YNR060W	XIV	739951	742110	+	2160	106	74	67	110	65	98	32	81	44	59	66	109
YNR065C	XIV	750350	753700	-	3351	95	80	77	107	56	146	44	56	45	77	51	120
YNR067C	XIV	755746	759099	-	3354	109	101	97	96	70	166	100	191	121	187	180	339
YNR069C	XIV	761123	762592	-	1470	20	17	10	16	12	16	13	15	10	16	17	30
YNR070W	XIV	765375	769376	+	4002	60	65	42	54	34	87	29	42	34	53	42	70
YNR072W	XIV	772657	774351	+	1695	8	8	6	8	5	18	11	10	3	12	5	17
YNR073C	XIV	774792	776300	-	1509	12	15	10	14	8	7	10	9	5	13	9	8
YNR074C	XIV	777602	778738	-	1137	108	73	66	116	72	56	32	55	65	61	57	123
YNR075W	XIV	779916	781040	+	1125	25	14	10	13	11	19	13	34	23	29	37	63
YNR076W	XIV	781918	782280	+	363	0	0	1	0	1	0	1	0	1	1	0	1
YOL165C	XV	1647	2078	-	432	6	2	7	6	0	8	2	1	1	0	1	1
YOL164W	XV	6175	8115	+	1941	130	99	89	103	79	79	57	68	39	97	75	116
YOL161C	XV	11549	11911	-	363	3	2	1	3	4	1	1	1	2	1	0	1
YOL159C	XV	17281	17796	-	516	55	43	46	55	39	21	25	38	41	49	31	46
YOL158C	XV	19491	21311	-	1821	174	180	166	211	119	93	349	317	247	564	327	567
YOL157C	XV	22525	24294	-	1770	19	10	19	24	11	18	4	9	10	15	6	12
YOL156W	XV	25273	26976	+	1704	20	18	11	21	11	22	4	7	6	4	7	15
YOL155C	XV	28703	31606	-	2904	114	83	79	126	55	257	287	246	220	391	205	493
YOL154W	XV	34658	35407	+	750	80	63	45	72	52	33	17	28	21	30	33	45
YOL152W	XV	40748	42610	+	1863	19	16	13	14	13	18	30	23	24	47	16	44
YOL151W	XV	43694	44722	+	1029	89	80	76	95	47	62	56	75	69	85	64	125
YOL149W	XV	44938	45633	+	696	115	70	61	106	59	77	43	100	75	82	93	153
YOL148C	XV	45760	47574	-	1815	120	76	104	118	85	145	51	75	49	89	53	134
YOL147C	XV	47933	48643	-	711	109	72	59	79	67	41	64	52	42	89	61	90
YOL146W	XV	48864	49448	+	585	45	27	36	42	37	20	15	28	11	38	19	38
YOL145C	XV	49555	52788	-	3234	248	179	250	314	145	412	116	227	176	204	194	456
YOL144W	XV	53098	54552	+	1455	51	28	43	65	36	157	27	59	44	47	62	147
YOL143C	XV	54595	55104	-	510	407	375	326	414	296	480	391	459	374	678	443	769
YOL142W	XV	55558	56280	+	723	127	78	67	117	60	91	32	86	66	75	91	131
YOL141W	XV	56452	58539	+	2088	3	4	5	5	2	1	2	7	1	0	7	6
YOL140W	XV	58759	60030	+	1272	36	30	41	42	25	9	21	34	11	27	40	62
YOL139C	XV	60383	61024	-	642	688	598	532	625	464	1068	358	585	428	681	651	1091
YOL138C	XV	61325	65350	-	4026	135	97	81	123	79	166	44	84	55	99	70	157
YOL137W	XV	65621	67114	+	1494	58	49	60	72	46	89	25	38	24	51	62	74
YOL136C	XV	67561	68754	-	1194	98	67	70	105	29	190	94	191	169	213	179	388
YOL135C	XV	69376	70044	-	669	64	47	38	78	43	161	24	40	31	34	35	56
YOL133W	XV	70325	70690	+	366	171	131	127	184	124	233	74	88	80	109	67	117
YOL132W	XV	71300	72715	+	1416	14	9	6	13	10	4	3	3	6	6	9	12
YOL130W	XV	74400	76979	+	2580	188	129	136	205	108	212	189	264	188	292	218	492
YOL129W	XV	77560	78114	+	555	418	319	369	462	317	198	177	216	198	376	168	351
YOL128C	XV	78352	79479	-	1128	9	11	7	18	9	4	6	11	3	14	16	16
YOL127W	XV;XV	80348;80775	80360;81190	+;+	429	2432	2161	1948	2707	1837	656	1367	2456	1764	2919	2456	3395
YOL126C	XV	81787	82920	-	1134	696	476	390	567	371	936	281	265	255	449	219	411
YOL125W	XV	83834	85264	+	1431	60	67	55	60	44	88	30	70	24	69	75	122
YOL124C	XV	85456	86757	-	1302	47	34	32	53	20	44	23	79	42	45	77	134
YOL123W	XV	87844	89448	+	1605	405	340	354	445	305	523	271	528	354	475	622	1151
YOL122C	XV	89692	91419	-	1728	193	155	153	198	108	119	81	112	110	158	130	228
YOL121C	XV;XV	92026;92831	92440;92850	-;-	435	1064	972	986	1056	836	197	864	1024	751	1234	1162	1796
YOL120C	XV;XV	93395;94291	93843;94402	-;-	561	2749	2258	2237	2631	2148	505	1456	2507	1861	3156	2763	3884
YOL119C	XV	94856	96361	-	1506	146	122	97	143	94	276	55	67	70	115	53	94
YOL117W	XV	97551	99488	+	1938	50	45	51	70	22	65	22	31	28	38	24	60
YOL116W	XV	99809	100957	+	1149	93	96	87	127	78	98	40	60	65	83	49	106
YOL115W	XV	101475	103229	+	1755	99	72	96	115	69	177	33	102	63	92	115	161
YOL114C	XV	103317	103925	-	609	30	30	25	38	26	85	8	13	8	17	13	22
YOL113W	XV	104326	106293	+	1968	217	196	183	253	141	212	95	158	126	202	150	248
YOL112W	XV	106710	108188	+	1479	150	130	133	165	88	166	37	73	57	105	71	123
YOL111C	XV	108258	108896	-	639	172	162	131	178	124	271	70	98	98	156	115	193
YOL110W	XV	109176	109889	+	714	233	204	280	260	202	163	46	47	43	82	38	93
YOL109W	XV	110297	110638	+	342	152	179	241	168	156	26	468	838	666	1248	711	1273
YOL108C	XV	111431	111886	-	456	103	61	71	137	57	235	17	34	43	45	42	72
YOL105C	XV	114138	115808	-	1671	237	173	136	220	110	386	45	112	77	110	84	181
YOL104C	XV	116396	117454	-	1059	4	0	0	2	4	0	8	14	11	15	15	21
YOL103W	XV	124001	125830	+	1830	194	157	188	228	95	90	97	143	106	143	133	314
YOL102C	XV	125997	126689	-	693	72	59	39	72	35	46	21	45	36	44	42	78
YOL101C	XV	126982	127920	-	939	98	52	49	90	38	84	46	129	81	65	94	163
YOL100W	XV	129237	132482	+	3246	167	138	118	171	77	174	55	86	76	112	113	190
YOL098C	XV	132725	135838	-	3114	251	193	214	257	143	496	123	198	161	239	188	419
YOL097C	XV	136527	137825	-	1299	356	334	330	375	257	121	262	372	254	438	421	685
YOL096C	XV	138107	139045	-	939	88	58	58	96	77	74	53	63	70	81	63	97
YOL095C	XV	139227	141347	-	2121	39	32	20	46	18	25	10	22	23	35	16	42
YOL094C	XV	141584	142555	-	972	49	37	50	57	38	44	24	40	36	58	43	82
YOL093W	XV	142815	143696	+	882	92	73	63	102	50	210	41	76	49	70	96	155
YOL092W	XV	144204	145130	+	927	218	169	157	226	130	112	82	180	130	157	132	294
YOL091W	XV	145334	147163	+	1830	25	8	14	20	17	26	1	10	7	10	10	22
YOL090W	XV	147382	150276	+	2895	150	104	136	157	88	60	54	84	68	93	93	141
YOL089C	XV	150398	153490	-	3093	68	52	58	76	34	59	23	54	47	63	41	106
